COMPOSER,YEAR,INSTR,OPUS,NUMBER,KEY,METER,FORM,MM#,FREQ,M#,GLOBAL_SEC,LOCAL_SEC,CAD,GLOBAL_RN,AMBIG,STAGE_1_CPT,STAGE_2_CPT,STAGE_3_CPT,STAGE_4_CPT,STAGE_5_CPT,STAGE_6_CPT,STAGE_7_CPT,STAGE_8_CPT,STAGE_9_CPT,STAGE_10_CPT,STAGE_11_CPT,STAGE_12_CPT,BL_PAROXY_R,BL_DESCEND_C
"Schubert, Franz Peter",1828,piano,D 924/Op 91,2,EM,3/4,SB,16,1,16,B,n/a,PAC,"V,I",N,"[15,1],[5,5]","[15,2],[4,2]","[15,2.5],[3,2]","[15,3],[4,4]","[15,3.5],[7,4]","[16,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,3,C#m,3/4,SB,16,1,4,A,n/a,IAC,"V,i",Y,"[3,1],[5,5]","[3,2],[4,5]","[3,2.5],[2,5]","[3,3],[4,5]","[3,3.5],[6,5]","[4,1],[5,1]",n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Schubert, Franz Peter",1828,piano,D 924/Op 91,3,C#m,3/4,SB,16,1,8,A,n/a,PAC,"V,i",N,"[7,1],[4,5]","[7,2],[3,5]","[7,3],[2,5]","[8,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,3,C#m,3/4,SB,16,1,12,B,n/a,IAC,"V/III,III",Y,"[11,1],[7,7]","[11,1.5],[2,7]","[11,2],[4,7]","[11,2.5],[7,7]","[11,3],[2,7]","[11,3.5],[4,7]","[12,1],[7,3]","[12,2],[5,7]","[12,2.5],[3,7]","[12,3],[7,7]",n/a,n/a,1,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,3,C#m,3/4,SB,16,1,16,B,n/a,PAC,"V/III,III",N,"[15,1],[1,7]","[15,1.5],[7,7]","[15,2],[6,7]","[15,2.5],[4,7]","[15,3],[2,7]","[15,3.5],[7,7]","[16,1],[3,3]",n/a,n/a,n/a,n/a,n/a,0,0
"Schubert, Franz Peter",1828,piano,D 924/Op 91,4,AM,3/4,BB,24,2,"8,24",A,n/a,PAC,"V,I",N,"[7,1],[3,5]","[7,2],[4,5]","[7,2.5],[5,5]","[7,3],[4,5]","[7,3.5],[5,5]","[8,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,4,AM,3/4,BB,24,2,"12,16",B,n/a,IAC,"V/IV,IV",N,"[11,1],[b7,1]","[11,2],[b7,1]","[11,2.5],[1,1]","[11,3],[b7,1]","[11,3.5],[1,1]","[12,1],[6,4]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,4,AM,3/4,BB,24,1,20,A',n/a,IAC,"V,I",N,"[19,1],[3,5]","[19,2],[4,4]","[19,2.5],[5,4]","[19,3],[4,4]","[20,1],[#2,1]","[20,2],[3,1]",n/a,n/a,n/a,n/a,n/a,n/a,1,0
"Schubert, Franz Peter",1828,piano,D 924/Op 91,5,AM,3/4,SB,16,1,8,A,n/a,PAC,"V,I",N,"[7,3],[2,5]","[8,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,5,AM,3/4,SB,16,1,16,B,n/a,PAC,"V,I",N,"[15,1],[3,5]","[15,2],[2,7]","[15,3],[5,7]","[16,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,6,F#m,3/4,SB,16,1,8,A,n/a,PAC,"V,i",N,"[7,1],[3,5]","[7,2],[2,5]","[7,2.5],[1,5]","[7,3],[5,5]","[7,3.5],[5,5]","[8,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,6,F#m,3/4,SB,16,1,12,B,n/a,IAC,"V/III,III",Y,"[11,1],[2,7]","[11,2],[1,6]","[11,2.5],[7,6]","[11,3],[4,6]","[11,3.5],[6,6]","[12,1],[5,3]","[12,1.5],[7,3]","[12,2],[3,5]",n/a,n/a,n/a,n/a,1,0
"Schubert, Franz Peter",1828,piano,D 924/Op 91,6,F#m,3/4,SB,16,1,16,B,n/a,PAC,"V/III,III",N,"[15,1],[2,7]","[15,2],[1,6]","[15,2.5],[7,6]","[15,3],[7,6]","[15,3.5],[2,6]","[16,1],[3,3]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,7,Am,3/4,SB,16,1,4,A,n/a,HC,"i,V",N,"[3,1],[1,1]","[3,2],[2,5]","[3,3],[3,5]","[4,1],[2,5]","[4,1.5],[3,5]","[4,2],[2,5]","[4,2.5],[#7,5]","[4,3],[5,5]",n/a,n/a,n/a,n/a,1,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,7,Am,3/4,SB,16,1,8,A,n/a,PAC,"V/III,III",N,"[7,1],[4,7]","[7,1.5],[4,7]","[7,2],[4,6]","[7,2.5],[5,6]","[7,3],[4,6]","[8,1],[3,3]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,7,Am,3/4,SB,16,1,12,B,n/a,PAC,"V/III,III",N,"[11,1],[#7,7]","[11,2],[1,7]","[11,3],[2,7]","[12,1],[4,3]","[12,1.5],[3,3]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,0
"Schubert, Franz Peter",1828,piano,D 924/Op 91,7,Am,3/4,SB,16,1,16,B,n/a,PAC,"V/III,III",N,"[15,1],[1,7]","[15,2],[4,7]","[15,3],[2,7]","[16,1],[3,3]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Schubert, Franz Peter",1828,piano,D 924/Op 91,8,AM,3/4,SB,24,1,8,A,n/a,PAC,"V,I",N,"[7,1],[2,5]","[7,2],[#1,4]","[7,2.5],[2,4]","[7,3],[3,4]","[7,3.5],[2,4]","[8,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,8,AM,3/4,SB,24,1,24,A',n/a,PAC,"V,I",N,"[23,1],[2,5]","[23,1.5],[#1,5]","[23,2],[2,5]","[23,2.5],[3,5]","[23,3],[4,5]","[23,3.5],[5,5]","[24,1],[1,1]",n/a,n/a,n/a,n/a,n/a,0,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,9,Am,3/4,SB,16,1,4,A,n/a,HC,"i,V",N,"[3,1],[5,1]","[3,2],[5,5]","[3,3],[5,5]","[4,1],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Schubert, Franz Peter",1828,piano,D 924/Op 91,9,Am,3/4,SB,16,1,8,A,n/a,PAC,"V,I",N,"[7,1],[5,5]","[7,2],[4,5]","[7,3],[2,5]","[8,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,9,Am,3/4,SB,16,1,12,B,n/a,PAC,"V,i",N,"[11,1],[5,5]","[11,2],[5,5]","[11,2.5],[5,5]","[11,3],[5,5]","[12,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,0
"Schubert, Franz Peter",1828,piano,D 924/Op 91,9,Am,3/4,SB,16,1,16,B,n/a,PAC,"V/III,III",N,"[15,1],[2,7]","[15,2],[1,7]","[15,3],[7,7]","[16,1],[3,3]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Schubert, Franz Peter",1828,piano,D 924/Op 91,10,AM,3/4,T,44,2,"8,36",A,n/a,IAC,"V,I",N,"[7,1],[5,5]","[7,1.5],[7,5]","[7,2],[2,2]","[7,2.5],[4,2]","[7,3],[2,2]","[7,3.5],[4,2]","[8,1],[4,1]","[8,2],[3,3]","[8,2.5],[2,3]","[8,3],[3,3]",n/a,n/a,1,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,10,AM,3/4,T,44,2,"16,44",A,n/a,PAC,"V,I",N,"[15,1],[7,5]","[15,1.5],[2,5]","[15,2],[5,4]","[15,2.5],[7,4]","[15,3],[5,4]","[15,3.5],[5,4]","[16,1],[1,1]",n/a,n/a,n/a,n/a,n/a,0,0
"Schubert, Franz Peter",1828,piano,D 924/Op 91,10,AM,3/4,T,44,1,24,B,n/a,IAC,"V/IV,IV",N,"[23,1],[1,1]","[23,2],[1,1]","[23,2.33],[b7,1]","[23,2.66],[6,1]","[23,3],[5,1]","[24,1],[1,4]","[24,2],[2,1]","[24,2.33],[1,1]","[24,2.66],[b7,1]","[24,3],[6,1]",n/a,n/a,1,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,10,AM,3/4,T,44,1,28,B,n/a,PAC,"V/IV,IV",N,"[27,1],[1,1]","[27,2],[1,1]","[27,2.33],[b7,1]","[27,2.66],[6,1]","[27,3],[5,1]","[28,1],[4,4]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,11,GM,3/4,SB,24,1,4,A,n/a,IAC,"V,I",Y,"[3,1],[4,5]","[3,2],[4,5]","[3,3],[4,5]","[4,1],[3,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,11,GM,3/4,SB,24,1,8,A,n/a,IAC,"V,I",N,"[7,1],[2,5]","[7,2],[2,5]","[7,3],[2,5]","[8,1],[3,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Schubert, Franz Peter",1828,piano,D 924/Op 91,11,GM,3/4,SB,24,1,12,B,n/a,HC,"V/II,ii",N,"[11,1],[3,6]","[11,2],[2,5]","[11,3],[#1,5]","[12,1],[4,2]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Schubert, Franz Peter",1828,piano,D 924/Op 91,11,GM,3/4,SB,24,1,16,B,n/a,IAC,"V,I",N,"[15,1],[2,5]","[15,2],[1,4]","[15,3],[7,4]","[16,1],[3,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Schubert, Franz Peter",1828,piano,D 924/Op 91,11,GM,3/4,SB,24,1,24,B,n/a,PAC,"V,I",N,"[23,1],[5,5]","[23,2],[4,5]","[23,3],[2,5]","[24,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,12,EM,3/4,RB,48,2,"8,40",A,n/a,IAC,"V,I",N,"[7,1],[2,5]","[7,1.5],[5,5]","[7,2],[7,5]","[7,2.5],[2,5]","[7,3],[5,5]","[7,3.5],[4,5]","[8,1],[3,1]",n/a,n/a,n/a,n/a,n/a,0,1
"Schubert, Franz Peter",1828,piano,D 924/Op 91,12,EM,3/4,RB,48,1,16,A,n/a,PAC,"V/V,V",N,"[15,1],[#4,2]","[15,2],[#4,2]","[15,2.5],[6,2]","[15,3],[2,2]","[15,3.5],[#4,2]","[16,1],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Schubert, Franz Peter",1828,piano,D 924/Op 91,12,EM,3/4,RB,48,1,24,B,n/a,IAC,"V,I",Y,"[23,1],[4,5]","[23,1.5],[2,5]","[23,2],[6,5]","[23,2.5],[4,5]","[23,3],[3,5]","[23,3.5],[2,5]","[24,1],[3,5]",n/a,n/a,n/a,n/a,n/a,0,0
"Schubert, Franz Peter",1828,piano,D 924/Op 91,12,EM,3/4,RB,48,1,48,A',n/a,PAC,"V,I",N,"[47,1],[7,5]","[47,2],[7,5]","[47,2.5],[2,5]","[47,3],[5,5]","[47,3.5],[7,5]","[48,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Strauss, Johann (II)",1844,piano,4,INT,CM,3/4,n/a,40,1,8,n/a,n/a,HC,"V/VI,V/VI",N,"[7,1],[7,#5]","[8,1],[3,3]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Strauss, Johann (II)",1844,piano,4,INT,CM,3/4,n/a,40,1,16,n/a,n/a,HC,"V,V",N,"[15,1],[5,5]","[16,1],[7,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Strauss, Johann (II)",1844,piano,4,INT,CM,3/4,n/a,40,1,34,n/a,n/a,HC,"V/V,V",N,"[33,1],[1,2]","[33,2],[3,2]","[33,3],[2,2]","[34,1],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1844,piano,4,1,CM,3/4,SB,32,1,10,A,n/a,IAC,"I,I",Y,"[9,1],[4,1]","[9,2],[3,5]","[9,3],[2,5]","[10,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1844,piano,4,1,CM,3/4,SB,32,1,16,A,n/a,PAC,"V/bIII,bIII",N,"[15,1],[5,b7]","[15,1.75],[6,b7]","[15,2],[b7,2]","[15,3],[4,b7]","[16,1],[b3,b3]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1844,piano,4,1,CM,3/4,SB,32,1,32,B,n/a,PAC,"V,I",N,"[31,1],[5,5]","[31,1.5],[5,5]","[31,2],[6,5]","[31,2.5],[5,5]","[31,3],[3,5]","[31,3.5],[2,5]","[32,1],[1,1]",n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1844,piano,4,2,GM,3/4,SB,32,1,8,A,n/a,IAC,I,N,"[7,1],[5,1]","[7,1.5],[1,1]","[7,2],[2,3]","[7,3],[2,3]","[7,3.5],[1,3]","[8,1],[3,1]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1844,piano,4,2,GM,3/4,SB,32,1,15,A,n/a,PAC,"V/V,V",N,"[14,1],[2,2]","[14,1.5],[2,2]","[14,2],[#2,2]","[14,2.5],[3,2]","[14,3],[4,2]","[14,3.5],[#4,2]","[15,1],[5,5]",n/a,n/a,n/a,n/a,n/a,0,0
"Strauss, Johann (II)",1844,piano,4,2,GM,3/4,SB,32,1,24,B,n/a,IAC,"V,I",N,"[23,1],[5,5]","[23,2],[4]","[23,2.5],[7,4]","[23,3],[7,4]","[23,3.5],[2,4]","[24,1],[3,1]",n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Strauss, Johann (II)",1844,piano,4,2,GM,3/4,SB,32,1,32,B,n/a,PAC,"V,I",N,"[31,1],[5,5]","[23,2],[7]","[23,2.5],[7,7]","[23,3],[7,5]","[23,3.5],[2,5]","[24,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Strauss, Johann (II)",1844,piano,4,3,FM,3/4,n/a,36,1,35,n/a,n/a,PAC,"V,I",N,"[34,1],[7,5]","[34,1.5],[7,5]","[34,2],[7,2]","[34,3],[7,2]","[35,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Strauss, Johann (II)",1844,piano,4,4,AM,3/4,T,32,1,8,A,n/a,IAC,"V,I",Y,"[7,1],[3,7]","[7,2],[3,5]","[7,2.5],[5,5]","[7,3],[5,5]","[8,1],[2,1]","[8,2],[2,5]","[8,3],[1,5]",n/a,n/a,n/a,n/a,n/a,1,1
"Strauss, Johann (II)",1844,piano,4,4,AM,3/4,T,32,1,16,A,n/a,PAC,"V,I",N,"[15,1],[6,5]","[15,1.5],[5,5]","[15,2],[2,7]","[15,3],[2,5]","[15,3.5],[3,5]","[16,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1844,piano,4,4,AM,3/4,T,32,1,24,B,n/a,IAC,"V/V,V",Y,"[23,1],[5,2]","[23,1.5],[b6,2]","[23,2],[6,1]","[23,3],[2,1]","[24,1],[7,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1844,piano,4,4,AM,3/4,T,32,1,32,B,n/a,PAC,"V/V,V",N,"[31,1],[2]","[31,1.5],[b6,2]","[31,2],[6,#4]","[31,3],[2,2]","[32,1],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1844,piano,4,5,FM,3/4,SB,32,1,8,A,n/a,IAC,"V,I",Y,"[7,1],[#1,5]","[7,2],[4]","[7,3],[2,4]","[8,1],[6,1]","[8,1.5],[5,1]","[8,2],[3,3]","[8,3],[3,3]",n/a,n/a,n/a,n/a,n/a,1,1
"Strauss, Johann (II)",1844,piano,4,5,FM,3/4,SB,32,1,16,A,n/a,PAC,"V/V,V",N,"[15,1],[3,2]","[15,1.5],[2,2]","[15,2],[6,#4]","[15,3],[2,2]","[16,1],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1844,piano,4,5,FM,3/4,SB,32,1,31,B,n/a,PAC,"V,I",N,"[31,1],[3,5]","[31,2],[2,4]","[31,3],[7,4]","[32,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Strauss, Johann (II)",1844,piano,4,FIN,CM,3/4,n/a,119,2,"22,38",n/a,n/a,IAC,V,Y,"[21,1],[2,5]","[21,1.5],[5,5]","[21,2],[6,7]","[21,3],[6,7]","[21,3.5],[5,7]","[22,1],[7,5]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1844,piano,4,FIN,CM,3/4,n/a,119,1,29,n/a,n/a,PAC,"V/II,V/V",N,"[28,1],[6,6]","[28,1.5],[6,6]","[28,2],[#6,6]","[28,2.5],[7,6]","[28,3],[1,6]","[28,3.5],[#1,6]","[29,1],[2,2]",n/a,n/a,n/a,n/a,n/a,0,0
"Strauss, Johann (II)",1844,piano,4,FIN,CM,3/4,n/a,119,1,55,n/a,n/a,IAC,I,Y,"[54,1],[2,5]","[54,1.75],[#4,5]","[54,2],[5,5]","[54,2.5],[2,5]","[54,3],[#1,5]","[54,3.5],[2,5]","[55,1],[1,1]","[55,1.75],[#2,1]","[55,2],[3,5]",n/a,n/a,n/a,1,0
"Strauss, Johann (II)",1844,piano,4,FIN,CM,3/4,n/a,119,1,85,n/a,n/a,IAC,"V/bVI,bVI",Y,"[84,1],[1,5]","[84,2],[1,b3]","[84,2.5],[b3,b3]","[84,3],[b3,b3]","[85,1],[b7,b6]","[85,2],[b7,b3]","[85,3],[b6,b6]",n/a,n/a,n/a,n/a,n/a,1,1
"Strauss, Johann (II)",1844,piano,4,FIN,CM,3/4,n/a,119,1,111,n/a,n/a,PAC,"V,I",N,"[110,2],[5,5]","[110,2.5],[5,5]","[110,3],[5,2]","[110,3.5],[5,2]","[111,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1845,piano,7,INT,EM,4/4,n/a,69,1,40,n/a,n/a,HC,"V/V,V",N,"[39,1],[2,2]","[39,2],[2,2]","[39,3],[#1,2]","[39,4],[1,2]","[40,1],[7,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1845,piano,7,INT,EM,4/4,n/a,69,1,55,n/a,n/a,HC,"V/V,V",N,"[54,1],[#4,2]","[55,1],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Strauss, Johann (II)",1845,piano,7,1,EM,3/4,CT,48,1,8,A,a,PAC,"V,I",Y,"[7,1],[5]","[7,2],[2,4]","[7,3],[2,4]","[8,1],[1,1]","[8,2],[1,3]","[8,3],[1,3]",n/a,n/a,n/a,n/a,n/a,n/a,1,0
"Strauss, Johann (II)",1845,piano,7,1,EM,3/4,CT,48,1,16,A,a,PAC,"V/bIV,bIV",N,"[15,1],[b1,b1]","[15,1.5],[b3,b1]","[15,2],[b1,b3]","[15,2.5],[b7,b3]","[15,3],[b6,b1]","[15,3.5],[b5,b1]","[16,1],[b4,b4]",n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1845,piano,7,1,EM,3/4,CT,48,1,32,A,b,PAC,"V,I",N,"[31,1],[4,5]","[31,1.5],[7,5]","[31,2],[7,2]","[31,3],[7,5]","[32,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Strauss, Johann (II)",1845,piano,7,1,EM,3/4,CT,48,1,40,B,n/a,PAC,"V/V,V",N,"[39,1],[3,2]","[39,2],[3,2]","[39,3],[#4,2]","[40,1],[5,5]","[40,1.5],[#4,5]","[40,2],[5,2]",n/a,n/a,n/a,n/a,n/a,n/a,1,0
"Strauss, Johann (II)",1845,piano,7,1,EM,3/4,CT,48,1,48,B,n/a,PAC,"V/V,V",N,"[47,1],[b3,2]","[47,1.5],[#4,2]","[47,2],[b3,1]","[47,2.5],[2,1]","[47,3],[1,1]","[47,3.5],[6,1]","[48,1],[5,5]",n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1845,piano,7,2,EM,3/4,SB,32,1,7,A,n/a,IAC,"V,I",Y,"[6,1],[7,5]","[6,1.25],[3,5]","[6,2],[2,2]","[6,2.25],[7,2]","[6,3],[5,2]","[7,1],[1]","[7,2],[3,3]","[7,2.25],[6,3]","[7,3],[5,3]",n/a,n/a,n/a,1,0
"Strauss, Johann (II)",1845,piano,7,2,EM,3/4,SB,32,1,16,A,n/a,PAC,"V,I",N,"[15,1],[5,5]","[15,1.5],[5,5]","[15,2],[5,7]","[15,3],[5,5]","[16,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1845,piano,7,2,EM,3/4,SB,32,1,24,B,n/a,IAC,"V/VI,vi",N,"[23,2],[#5,3]","[23,2.25],[3,3]","[23,3],[3,3]","[24,1],[6]","[24,2],[6,3]","[24,2.25],[3,3]","[24,3],[3,3]",n/a,n/a,n/a,n/a,n/a,1,0
"Strauss, Johann (II)",1845,piano,7,2,EM,3/4,SB,32,1,31,B,n/a,PAC,"V,I",N,"[30,2],[7,5]","[30,2.25],[5,5]","[30,3],[5,5]","[31,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1845,piano,7,3,AM,3/4,T,32,1,8,A,n/a,HC,"vi,V",N,"[7,1],[1,6]","[7,2],[1,1]","[7,3],[#2,1]","[7,3.5],[3,1]","[8,1],[2,7]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1845,piano,7,3,AM,3/4,T,32,1,16,A,n/a,PAC,"V,I",N,"[15,1],[5,5]","[15,1.5],[5,5]","[15,2],[5,7]","[15,3],[4,5]","[15,3.5],[2,5]","[16,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1845,piano,7,3,AM,3/4,T,32,1,24,B,n/a,PAC,V,N,"[23,1],[1,5]","[23,1.5],[7,5]","[23,2],[5,7]","[23,3.5],[6,7]","[24,1], [6,5]","[24,2],[7]","[24,2.5],[5,7]","[24,3],[5,7]",n/a,n/a,n/a,n/a,1,1
"Strauss, Johann (II)",1845,piano,7,3,AM,3/4,T,32,1,32,B,n/a,PAC,"V/V,V",N,"[31,1],[#4,2]","[31,1.5],[3,2]","[31,2],[2,6]","[31,2.5],[1,6]","[31,3],[6,2]","[31,3.5],[7,2]","[32,1],[5,5]",n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1845,piano,7,4,FM,3/4,T,32,1,16,A,n/a,PAC,"V,I",N,"[15,1.5],[5,5]","[15,2],[5,7]","[15,3],[5,5]","[15,3.25],[7,5]","[16,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1845,piano,7,4,FM,3/4,T,32,1,31,B,n/a,PAC,"V/III,iii",N,"[30,1],[7,7]","[30,2],[7,#2]","[30,2.5],[1,#2]","[30,3],[7,#2]","[31,1],[3,3]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1845,piano,7,5,AM,3/4,SB,48,1,8,A,n/a,HC,I,N,"[7,1],[6,1]","[7,1.5],[6,1]","[7,2],[6,3]","[7,2.5],[5,3]","[7,3],[#4,3]","[7,3.5],[5,3]","[8,1],[1,5]",n/a,n/a,n/a,n/a,n/a,0,0
"Strauss, Johann (II)",1845,piano,7,5,AM,3/4,SB,48,2,"16,32",A,n/a,PAC,"V,I",N,"[15,1],[#4,5]","[15,1.5],[#4,5]","[15,2],[#4,7]","[15,2.5],[5,7]","[15,3],[6,5]","[15,3.5],[7,5]","[16,1],[1,1]",n/a,n/a,n/a,n/a,n/a,0,0
"Strauss, Johann (II)",1845,piano,7,5,AM,3/4,SB,48,1,24,A,n/a,IAC,I,N,"[23,1],[6,1]","[23,2],[6,3]","[23,2.5],[5,3]","[23,3],[#4,3]","[23,3.5],[5,3]","[25,1],[3,1]",n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Strauss, Johann (II)",1845,piano,7,5,AM,3/4,SB,48,1,40,B,n/a,HC,"V/II,II",N,"[39,1],[#1,6]","[39,2],[#1]","[39,2.5],[5,#1]","[39,3],[5,#1]","[40,1],[#4,2]","[40,2],[2]","[40,2.5],[6,2]","[40,3],[6,2]",n/a,n/a,n/a,n/a,1,0
"Strauss, Johann (II)",1845,piano,7,5,AM,3/4,SB,48,1,48,B,n/a,PAC,"V/V,V",N,"[47,1],[2,2]","[47,1.5],[#1,2]","[47,2],[2,6]","[47,2.5],[#4,6]","[47,3],[3,1]","[47,3.5],[2,1]","[48,1],[5,5]",n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1845,piano,7,FIN,EM,3/4,n/a,121,1,33,n/a,n/a,HC,"V/V,V",N,"[32,1],[7,2]","[32,2],[7,1]","[32,2.5],[6,1]","[32,3],[6,1]","[33,1],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1845,piano,7,FIN,EM,3/4,n/a,121,1,58,n/a,n/a,PAC,"V,I",N,"[57,1],[5]","[57,2],[2,4]","[57,3],[2,4]","[58,1],[1,1]","[58,2],[1,3]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0
"Strauss, Johann (II)",1845,piano,7,FIN,EM,3/4,n/a,121,1,66,n/a,n/a,PAC,"V/bIV,bIV",N,"[65,1],[b1,b1]","[65,1.5],[b3,b1]","[65,2],[b1,b3]","[65,2.5],[b7,b3]","[65,3],[b6,b1]","[65,3.5],[b5,b1]","[66,1],[b4,b4]",n/a,n/a,n/a,n/a,n/a,0,1
"Strauss, Johann (II)",1845,piano,7,FIN,EM,3/4,n/a,121,2,"113,121",n/a,n/a,PAC,"V,I",N,"[112,1],[6,5]","[112,2.5],[5,5]","[112,3],[2,5]","[112,3.5],[5,5]","[113,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1